subject_norm,subject,total_sendings,total_opens,open_rate,wilson_score
only hours stunning canvases starting at,Only 48 hours! Stunning Canvases starting at $4!,175863,46577,0.26484820570557766,0.2627910393562202
treat yourself mom prices from just,&#x1f338; Treat Yourself & Mom –prices from just $3.74,1588901,418631,0.2634720476606157,0.26278765328702886
last day save free shipping hurry,"Last day! Save $10 + Free shipping — Hurry{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}",3043404,800953,0.26317669293987916,0.2626822468185014
they re not bestsellers for nothing see why,&#x1f440; They’re not bestsellers for nothing… see why,385445,101785,0.2640713979945258,0.2626820294755895
romantic deals photo gifts they ll treasure from,Romantic deals &#x2763;&#xfe0f; Photo Gifts they’ll treasure – from £3.40,1434146,377684,0.2633511511380292,0.26263091522198156
surprise up to extra off everything just in time for mother s day,Surprise! Up to 30% EXTRA off everything – just in time for Mother’s Day!,1494009,393397,0.2633163521772627,0.26261071070961084
easter magic starting at and,"Easter magic starting at $5, $15, $25, and $35",1298755,342040,0.2633599100677187,0.2626030893234672
canvases from save up to today,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, {% else %}{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, {% else %}{% endif %}{% endif %}Canvases from $15 – Save up to 88% today! &#x1f4a5;",756388,199276,0.2634573790171182,0.2624658367804874
save up to on best selling home décor,Save up to 87% on best-selling Home Décor! &#x1f60d;,3434996,902747,0.2628087485400274,0.262343531930861
save big on gifts they ll actually love from,Save big on gifts they’ll actually love  - from $2.61!,2277413,598679,0.2628767816816713,0.26230546470925364
the highest thank you discount of the year from just,"The highest ""Thank You"" discount of the year! From just £3.83!",2138129,562006,0.26284943518375176,0.26225983620029353
from as little as last chance for delivery before valentine s day,From as little as £2.70 | Last Chance for delivery before Valentine's Day &#x23f1;&#xfe0f;,7856407,2061107,0.262347279106085,0.2620397797765571
until tomorrow free product with your order get it now,Until tomorrow: FREE Product with your order &#x1f381; | Get it now!,527179,138758,0.26320851171992815,0.2620214663418705
h mega wall décor sale from just,(48h) MEGA Wall Décor sale &#x1f338; From just £2.40,10712111,2809478,0.2622711807224552,0.2620078499809493
days savings up to,3 days! Savings up to 93% &#x1f60d;,1166141,306408,0.26275381793453795,0.2619557576265913
h no tricks just treats halloween flash sale,"(24h) No tricks, just treats: Halloween Flash Sale! ",10875008,2850984,0.26215925542307644,0.26189793970779823
big discount on xl canvases,Big discount on XL Canvases!,921648,242202,0.2627923024842456,0.2618946752260055
create your perfect décor from just,Create your perfect Décor – From just $15,1696762,445477,0.2625453658203095,0.26188381638802727
black week is here huuuge savings on all bestsellers,Black Week is here! Huuuge savings on all bestsellers!,1724124,452507,0.2624561806459396,0.26179996943179884
your your your your code ca st crm double savings guaranteed,"{% if contact.1 == '' %}{% if contact.1 == true %} {{ contact.1 }}, your {% else %}Your {% endif %}{% else %}{% if contact.1 == true %} {{ contact.1 }}, your {% else %}Your {% endif %}{% endif %} code &#x1f525; CA1ST25CRM &#x1f525;| Double savings guaranteed!",212048,55900,0.2636195578359617,0.2617485170268584
check check this out,"{% if contact.1 == true %}{{ contact.1 }}, check{% else %}Check{% endif %} this out: ",1298190,340758,0.2624870011323458,0.2617308271201485
hurry now up to off ends soon,Hurry now! Up to 88% off – ends soon!,1326620,348045,0.2623547059444302,0.2616067928173965
mother s day sale up to off,&#x1f490; Mother's Day Sale: Up to 81% off!,3452648,904728,0.26203887566876205,0.26157528852146633
easter market is open deals start at,&#x1f6cd;&#xfe0f; Easter Market is OPEN – Deals start at £5!,388505,102085,0.2627636709952253,0.2613819971216297
top wall décor from hurry limited time only,"Top Wall Décor from £3.83 – Hurry, limited time only!",1557258,408069,0.26204328377186054,0.2613531900093488
boo don t miss out on our spooky deals today,Boo! &#x1f47b; Don’t miss out on our spooky deals today!,2090080,547401,0.2619043290208987,0.26130869014130936
only h i canvas home décor up to off,Only 24h I Canvas & Home Décor up to 81% off,2021095,529325,0.2619001086044941,0.2612944004026122
don t miss out free delivery up to off just a few hours left,"&#x23f0; Don’t miss out – free delivery & up to 85% off, just a few hours left!",374000,98245,0.2626871657754011,0.2612791328295461
for valentine s day free shipping and mega discounts on romantic gifts,For Valentine's Day: FREE shipping and mega discounts on romantic gifts &#x2665;&#xfe0f;,2997540,784525,0.2617229461491757,0.26122562448579933
your name as artwork create yours today,"Your name as artwork{% if contact.1 == true %}, {{ contact.1 }}{% else %}{% endif %} &#x1f3a8; Create yours today!",34367,9136,0.26583641283789683,0.2611919981581504
massive discount on canvas prints,Massive Discount on Canvas Prints!,704712,184757,0.26217376743974846,0.26114818066048
shop now memorial day weekend specials inside,Shop now: Memorial Day weekend specials inside!,541792,142115,0.26230546039808633,0.26113581207262704
christmas sale unwrap maximum discounts,Christmas Sale &#x1f384; Unwrap maximum discounts!,2054264,537627,0.2617127107324083,0.2611120479938643
last chance canvas prints up to off,&#x23f3; Last chance: Canvas Prints up to 74% off,3811592,996926,0.2615510789192547,0.26111011345669816
limited time offer up to off,&#x23f0; Limited Time Offer: Up to 76% OFF!,3157777,825977,0.26156913550260197,0.2610846805802061
days only unlock the highest black friday discount levels,4 days only | Unlock the HIGHEST Black Friday discount levels!,504132,132219,0.26227059579633905,0.2610581629165544
evening offer savings of up to,&#x1f525; Evening offer | Savings of up to 83%,2785164,728492,0.2615616171974074,0.26104579764577746
your c gift awaits shop and save,Your C$10 gift awaits – shop and save!,219132,57604,0.26287351915740287,0.26103459314190997
expires soon huge discounts on father s day gifts,Expires soon: Huge discounts on Father's Day gifts! &#x1f4e2;,64890,17154,0.26435506241331486,0.2609759959154726
h transform your space from just time s running out,(48 h) Transform your space from just £3.83 – time’s running out!,18453003,4819002,0.26115001444480335,0.2609496420384914
days only unlock the ultimate valentine s discounts,2 days only | Unlock the ultimate Valentine’s discounts!,8623167,2252342,0.26119661140738665,0.26090351317088123
your exclusive offer arrived up to off,&#x2764;&#xfe0f; Your exclusive offer arrived! Up to 85% off ,11927501,3114387,0.26110976641293093,0.26086056600828417
massive price drop canvas prints now from just,Massive price drop — Canvas Prints now from just £3.83,479606,125698,0.2620859622273283,0.26084324636854633
up to off as reward for keeping us busy,"Up to -95% off as reward for keeping us busy{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} &#x1f4a5;",2447447,639528,0.2613041262997728,0.26075406708961213
sunday savings canvases and home decorations from,Sunday Savings! Canvases and Home Decorations from £6.50!,23897214,6232485,0.26080383261412815,0.26062782786856
wow all wall decorations from only,Wow! All Wall Decorations from only £2.55!,3150889,822667,0.2610904414595373,0.2606057453340303
save up to your cosy blanket is waiting,Save up to £140: Your cosy Blanket is waiting!,11676554,3045452,0.2608177035793266,0.2605659316722785
last chance grab photo products from only,Last chance! Grab Photo Products from only $7,1415688,369676,0.2611281581817463,0.26040523181648884
until tomorrow save up to,Until tomorrow: Save up to 81%,2013940,525545,0.2609536530383229,0.26034758215191883
canvas prints wall décor up to off,&#x1f49d;Canvas Prints & Wall Décor up to 87% off,332256,86991,0.2618191996532794,0.26032709530303155
last chance up to off on canvas prints and photo products,&#x23f3; Last chance: Up to 87% off on Canvas Prints and Photo Products!,162636,42676,0.2624019282323717,0.2602693936957226
from just perfect photo gifts for dad,From just £3.40! Perfect Photo Gifts for Dad &#x1f381;,3280525,855257,0.26070735629205694,0.26023255399051115
massive price drop canvas from,&#x1f525; Massive price drop – Canvas from £3.83,13481779,3510387,0.2603801026555917,0.26014591499251
today only flash sale exclusively for you,Today only: Flash Sale exclusively for you! &#x1f48e;,4957232,1291233,0.2604745955000694,0.2600884180874782
ends soon wall décor from as little as,Ends soon! &#x23f3; Wall Décor from as little as £2.40,3511598,914804,0.26050931798001936,0.26005050725014983
it s camera day get your wall décor from,It's Camera Day! Get your Wall Décor from $3.75,464604,121400,0.2612977933896393,0.2600364397305658
brighten up your space with canvases starting at,&#x2728; Brighten up your space with Canvases starting at £6.40!,534905,139711,0.261188435329638,0.2600129227611046
days left i save up to on unique wall and home décor,2 days left I Save up to 87% on unique Wall and Home Décor,1824603,475314,0.2605026956548904,0.259866336978085
last chance save up to on photo products,&#x1f4a5;Last chance: Save up to 87% on Photo Products,484748,126515,0.26099127794235355,0.25975684143558003
ends today christmas delivery guarantee prices from,Ends today: Christmas Delivery Guarantee + prices from $2.61,1334960,347726,0.2604767184035477,0.259732878214019
uk s favourite canvas size now off ends soon,UK’s favourite Canvas size now 69% off – Ends soon!,1761673,458705,0.26038033165065255,0.25973281478857957
super discounts on canvas prints save up to,&#x1f3e1; SUPER DISCOUNTS on Canvas Prints: save up to -79%!,4642477,1207401,0.26007689429586833,0.25967804473176304
mother s day sale starts now,Mother's Day Sale starts now!,12448,3328,0.26735218508997427,0.2596499115648273
save up to on stunning wall décor,Save up to 92% on stunning Wall  Décor!,205735,53795,0.2614771429265803,0.25958271476806477
hours your extra discount expires today,24 hours | Your EXTRA 25% discount expires today! &#x23f3;,11812452,3069014,0.259811764737753,0.25956175851576485
today only labour day sale with up to off,Today only: Labour Day Sale with up to 20% off! &#x23f3;,177498,46427,0.26156351057476707,0.25952410476137056
h only off on your nd to th items,24h only &#x23f0;: 50% off on your 2nd to 5th items!,9703748,2520600,0.259755302796404,0.259479495098774
a little thank you treat for you,&#x1f496; A little “Thank You” treat for you! ,1382645,359766,0.26020128087831657,0.2594706198073973
reminder mega acrylic sale from just up to guaranteed delivery for mother s day,Reminder: MEGA Acrylic Sale from just $9 &#x1f4b0; Up to -85%! | Guaranteed delivery for Mother's Day!,1557912,405256,0.2601276580448703,0.25943934999324525
final chance top wall décor from only,&#x23f0; Final chance: Top Wall Décor from only $2.73 ,883568,230024,0.2603353675099144,0.25942141302648436
up to discount for you,"Up to 87% discount for you{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",23518054,6104155,0.25955187448757455,0.25937473373893705
you deserve it enjoy up to off,You deserve it – enjoy up to 87% off!,1495745,388910,0.2600108975794671,0.25930854630701633
father s day flash sale up to off on canvas prints and collages,Father's Day Flash Sale: Up to 98% OFF on Canvas Prints and Collages!,14071,3750,0.2665055788501173,0.25926460872251944
hurry up up to ends tomorrow,Hurry up! Up to -87% ends tomorrow! ,87081,22828,0.2621467369460617,0.2592361402380536
your showroom is waiting black friday sale on all bestsellers,"Your Showroom is Waiting! Black Friday Sale on All Bestsellers{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}",19592003,5081738,0.2593781758812511,0.2591841427015928
unlock extra savings with code vukdmls,Unlock EXTRA savings with code VUKDMLS6,164468,42968,0.26125446895444704,0.2591368444819406
lowest prices of the year free shipping,&#x1f69a; Lowest prices of the year + FREE shipping,220061,57426,0.2609549170457282,0.2591242420702858
until midnight wall décor up to,Until midnight! Wall Décor up to -92%,95956,25130,0.2618908666472133,0.2591185450152289
last chance discount free shipping,&#x23f0;Last chance: 70% discount + FREE Shipping,892571,232070,0.26000172535294114,0.25909276645218865
get up to off before it s gone gone gone gone,"Get up to 79% OFF before it's {% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %} gone, {{ contact.1 }}! {% else %}gone!{% endif %}{% else %}{% if contact.1 == true %} gone, {{ contact.1 }}! {% else %}gone!{% endif %}{% endif %}",1721066,446984,0.25971345666000023,0.25905889824686096
women s day special up to off extra discount,Women's Day special: up to 80% off + 25% extra discount! &#x1f339;,2683975,696616,0.25954638176585104,0.25902225304409504
today only photo products from,Today only: Photo Products from £3.60,872970,226860,0.25987147324650334,0.25895252827741966
emotional gifts exceptional prices off,Emotional gifts. Exceptional prices. 87% off.,3704429,960812,0.25936844787685226,0.2589223685757445
only until midnight celebrate labor day with savings up to,Only until midnight &#x23f0; Celebrate Labor Day with savings up to 92%!,2144704,556496,0.2594745009101489,0.2588882676974776
special thanks enjoy your exclusive offer,Special thanks &#x1f49d; Enjoy your exclusive offer!,17970242,4652772,0.25891537798990133,0.2587128983447919
exclusive offer up to off on canvases and home décor,Exclusive offer - up to 81% off on Canvases and Home Décor! ,2698624,699576,0.25923433572072285,0.2587118353970899
only today mega prints days deal ends at midnight bestsellers from,&#x23f0; Only Today: Mega Prints Days deal ends at midnight! Bestsellers from $2.61!,344535,89613,0.26009839348687364,0.2586362171515323
turn your memories into art off custom prints,&#x1f5bc;&#xfe0f; Turn your memories into art – 90% Off Custom Prints! ,1217907,315909,0.25938680046998663,0.2586091318901988
surprise extra products added to veterans day sale don t miss out,&#x1f389; Surprise: Extra products added to Veterans Day Sale! &#x1f6cd;&#xfe0f; Don’t miss out!,2509615,650288,0.25911862974998157,0.25857690280082246
only until tomorrow highest discount in your showroom,Only until tomorrow: Highest discount in your showroom!,1266360,328400,0.2593259420701854,0.2585633399968353
attention attention attention attention exclusive offer wall décor from only,"{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %} Attention, {{ contact.1 }}! {% else %}Attention! {% endif %}{% else %}{% if contact.1 == true %} Attention, {{ contact.1 }}! {% else %}Attention! {% endif %}{% endif %} Exclusive offer: Wall Décor from only £2.55 &#x1f525;",1189786,308546,0.2593289885744159,0.2585422496992927
last chance your special canvas offer expires soon,Last chance &#x23f3; Your special Canvas offer expires soon!,1482438,384258,0.259206793134013,0.2585020112150956
ends today wall décor from,Ends today &#x23f3; Wall Décor from £2.55,3294055,853050,0.25896653213137,0.2584937369163657
ending soon up to on wall décor,Ending Soon: Up to -80% on Wall Décor! &#x1f6a8;,431335,112048,0.25977024818296685,0.2584637322043091
days i highest discount level on bestsellers,3 days I HIGHEST discount level on bestsellers &#x1f31f; ,7624499,1972550,0.25871208062326456,0.25840135127755226
last chance canvas prints photo gifts up to off,&#x23f0; Last chance: Canvas Prints & Photo Gifts up to 80% off,4315290,1116777,0.25879535326710373,0.25838233190129484
kiss this deal goodbye,Kiss this deal goodbye!,202320,52660,0.26028074337682877,0.2583732934142703
last chance canvas offer expires soon,Last chance &#x23f3; Canvas offer expires soon!,741219,192129,0.259206793134013,0.25821044741059734
wow photo products from only,Wow! Photo Products from only $7,5858074,1514536,0.2585382158026682,0.2581838177675916
days discounts of up to,3 days: discounts of up to 52%,928242,240391,0.258974491565777,0.25808429987223
shop gifts with discount delivery before christmas,Shop gifts with 83% discount &#x1f381; Delivery before Christmas!,3102103,801961,0.2585217189758045,0.25803479756470743
labor day sale canvases from ends at midnight,Labor Day Sale: Canvases from $3.74 – ends at midnight! &#x1f389;,2017476,521777,0.2586286032646733,0.2580248252201711
spring sale from everything discounted,Spring SALE &#x1f337; From £2.40 | Everything discounted!,4283219,1106933,0.2584348360427053,0.2580204606388395
last chance secure up to off with our gratitude discount,"&#x231b; Last Chance{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} Secure up to 92% OFF with our gratitude discount!",688683,178395,0.25903790277965333,0.2580045212904626
up to off everthing delivery guarantee still valid,Up to 87% off EVERTHING! Delivery guarantee still valid,1756239,454238,0.258642474059624,0.2579953708901405
flash sale on wall décor,&#x26a1; Flash Sale | -20% on Wall Décor ,622245,161194,0.2590523025496388,0.2579652061310122
secure your gifts for christmas delivery guarantee expires soon,Secure your gifts for Christmas! &#x1f69a; | Delivery guarantee expires soon!,1574953,407352,0.25864390873886395,0.25796060712219815
mother s day sale up to off guaranteed delivery,&#x1f338; Mother's Day Sale: Up to 87% Off + Guaranteed Delivery!,6453191,1666306,0.2582142694986093,0.2578767390795158
last chance prices from shop bestsellers now,&#x23f0; Last Chance! Prices from £5 - Shop Bestsellers Now!,1753560,453207,0.25844966810374326,0.25780222901955924
delivery until christmas lowest prices we can offer,Delivery until Christmas &#x2728; Lowest prices we can offer!,1919964,496154,0.2584183870114231,0.2577996426366784
last chance your thank you offer with up to off,"Last chance &#x231b; Your ""Thank you"" offer with up to 92% off!",893240,231075,0.25869307241055034,0.2577859493722165
countdown is on up to off only until midnight,"&#x23f1;&#xfe0f; Countdown is on: Up to 86% off  - only until midnight{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",4114889,1062421,0.2581894675652247,0.2577668371896049
up to off all canvas which size will you pick,Up to 95% off all Canvas &#x1f4a5; Which size will you pick?,1959568,506051,0.25824620528606307,0.2576338739889348
don t miss out photo products from only,Don't miss out: Photo Products from only £6.50,414611,107369,0.25896322094686347,0.25763201516961215
mega discounts until midnight don t miss out,Mega discounts until midnight – Don’t miss out!,917100,237087,0.25851815505397446,0.25762309464499
make make make make father s day unforgettable from only c,"{% if contact.1 == '' %}{% if contact.1 == true %} {{ contact.1 }}, make {% else %}Make {% endif %}{% else %}{% if contact.1 == true %} {{ contact.1 }}, make {% else %}Make {% endif %}{% endif %}Father's Day unforgettable | From only C$3.51! &#x1f490;",18090,4775,0.2639579878385849,0.2575853296772085
price drop on all canvas prints up to,Price drop on ALL Canvas Prints &#x1f9e8; Up to -87%!,2177953,562078,0.2580762762098172,0.2574955569660066
last chance to grab canvas prints in our spring sale,&#x23f3; Last chance to grab Canvas Prints in our Spring SALE!,263977,68394,0.25909075411873006,0.25742286424295735
your home makeover starts at,&#x1f440; Your home makeover starts at £6.50,3025286,780048,0.25784272957994714,0.2573500925167724
last chance canvas sale extra discount up to,Last chance: Canvas SALE + extra discount | Up to -86%,25762722,6633469,0.2574832348848852,0.2573144262104805
mega discount on best selling wall décor from,Mega discount on Best-Selling Wall Décor from $3.74,299487,77519,0.2588392818386107,0.2572736877445387
days i top wall décor from only,3 days I Top Wall Décor from only £2.40 ,350760,90720,0.2586383852206637,0.2571918867055672
your sale offer with up to off expires grab it now,Your SALE offer with up to 85% off expires &#x1f440; Grab it now!,618825,159810,0.25824748515331475,0.2571585032343337
last chance your code glvexmy is about to expire save now,Last chance: Your code 1GLVEXMY is about to expire | Save now!,269010,69612,0.2587710494033679,0.25711947238663885
beat the rush secure your christmas delivery now,Beat the rush  - secure your Christmas delivery now!,197422,51139,0.25903394758436243,0.25710607702372845
ready ready to save days up to off,"&#x1f6d2; {% if contact.1 == true %}{{ contact.1 }}, ready {% else %}Ready {% endif %}to save? 3 days - up to 80% off!",8263256,2126440,0.25733681735141695,0.25703885396130705
mother s day sale starts now get up to off your order,&#x1f338; Mother's Day SALE starts now: Get up to £10 off your order!,1989289,512503,0.2576312441279271,0.25702397479685196
summer savings alert off free shipping,Summer Savings Alert: 70% OFF + FREE Shipping!,77438,20140,0.26007903096670887,0.2570012291244418
only until midnight up to on all canvases,&#x1f4a5; Only until midnight: up to -93% on ALL Canvases!,716180,184756,0.2579742522829456,0.2569622416516194
up to on wall and home décor bestsellers,Up to -87% on Wall and Home Décor bestsellers &#x1f60d; ,10323556,2655465,0.2572238674348257,0.25695731737274
sale almost over last days of up to shop now,SALE almost over: last days of up to -79%! &#x26a0;&#xfe0f; Shop now!,251440,65030,0.258630289532294,0.25692241106331826
extra on your entire order code in this mail,-25% EXTRA on your entire order | Code in this mail &#x1f440;,2858987,735702,0.25732960660541654,0.2568231838982923
up to off on heartwarming gifts,Up to 83% off on heartwarming gifts!,219225,56700,0.2586383852206637,0.25680958318934477
labor day kickoff huge canvas savings up to,&#x1f525; Labor Day kickoff – huge Canvas savings up to 92%!,1706308,439295,0.2574535195287135,0.2567980136079171
countdown is on up to off only until tomorrow,"&#x23f1;&#xfe0f; Countdown is on: Up to 86% off  - only until tomorrow{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",339367,87640,0.2582454982364225,0.2567756984596352
green monday discount top gift ideas from,GREEN MONDAY discount &#x1f49a; Top gift ideas from $12,236272,61084,0.25853253876887655,0.25677103218745945
valentine s day sale up to extra on all canvases,Valentine's Day SALE: up to -45% EXTRA on ALL Canvases! &#x1f495;,2522819,649087,0.25728639272179255,0.2567473362862561
save up to free shipping on your cozy photo blanket,Save up to $140 + FREE Shipping on your cozy Photo Blanket,1775256,456891,0.2573662615419973,0.256723671952227
up to off everything yes it s real,"Up to 87% off everything? Yes, it’s real! &#x1f60d;",28409455,7297159,0.2568567049244697,0.2566960783309698
your photos our best prices shop now from,"Your photos, our BEST prices – Shop now from £2.19!",4186327,1076346,0.25710987221017373,0.2566914355232665
act act fast your discount of up to expires today,"{% if contact.1 == true %} {{ contact.1 }}, act {% else %}Act {% endif %} fast! Your discount of up to 87% expires today &#x23f0;",1944658,500325,0.25728174311369917,0.25666782332251786
order gifts with guaranteed delivery until valentine s day,"Order gifts with guaranteed delivery until Valentine's Day{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",995202,256212,0.257447231818264,0.2565891394545752
premium canvas prints comfort essentials for home from only,Premium Canvas Prints & comfort essentials for home from only $10,693949,178717,0.2575362166383985,0.25650871789491214
mother s day sale extra on top,Mother's Day SALE: 23% EXTRA on top! &#x1f496;,619079,159436,0.2575374063730154,0.2564496308777223
buy now or cry later black friday at mypicture,Buy now or cry later &#x1f494; | Black Friday at MYPICTURE,89180,23116,0.25920610002242656,0.2563404839317556
countdown is on bestsellers up to off until midnight,&#x23f3; Countdown is on! Bestsellers up to 86% off until midnight!,11310608,2902202,0.25659115761062534,0.25633670514238865
your special thank you offer ends tomorrow,"Your special ""Thank You"" offer ends tomorrow{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}&#x1f6a8;",420573,108353,0.2576318498809957,0.2563123315803099
chocolate advent calendar with your photo new save up to,Chocolate Advent Calendar with your photo | NEW – Save up to 55%!,1716452,440980,0.2569136800796061,0.2562605622606383
save up to even santa can t beat that,Save up to 89% – even Santa can’t beat that! &#x1f385;&#x1f3fb;,3734502,958468,0.2566521587081758,0.25620940460141783
we say thank you bestsellers starting from just,"We say ""Thank You"" &#x1f49d; Bestsellers starting from just $3.74!",1381890,354944,0.2568540187713928,0.2561262456797604
hours choose from canvas sizes,&#x1f552; 48 Hours: Choose from 3 Canvas Sizes!,2558857,656729,0.2566493555521078,0.25611454099951103
flash sale frenzy up to on all products,Flash Sale frenzy: Up to -92% on ALL Products! &#x1f6a8;,1747087,448440,0.2566786885827666,0.2560315120125321
only today products from,&#x2757; Only today: Products from £3,1722261,442026,0.25665447919914575,0.25600267894026735
will you really let this amazing discount expire,"Will you really let this amazing discount expire{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}?{% else %}?{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}?{% else %}?{% endif %}{% endif %}",224580,57895,0.25779232344821446,0.25598735361976765
only until midnight up to off on photo products,&#x2757; Only until midnight: Up to 80% off on Photo Products,978322,251268,0.25683568395681583,0.2559709043840298
exclusive offer on canvas prints wall hangings and collages,"Exclusive offer on Canvas Prints, Wall Hangings, and Collages",2468726,633060,0.2564318599958035,0.25588752848308294
your your your your code mp nd crm triple savings guaranteed,"{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}{{ contact.1 }}, your {% else %}Your {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your {% else %}Your {% endif %}{% endif %}code &#x1f525;MP2ND24CRM&#x1f525; | Triple savings guaranteed!",6307571,1615725,0.25615645071613147,0.25581594141367325
unveil your mystery deal savings await inside,&#x1f50d; Unveil Your Mystery Deal: Savings Await Inside!,564707,145093,0.2569350123161215,0.25579702366619744
up to off bestelling wall décor,Up to 83% off bestelling Wall Décor!,87690,22680,0.2586383852206637,0.25575070782263526
independence day sale early access from,&#x1f1fa;&#x1f1f8; Independence Day Sale - Early access | From $2.61!,4199459,1075753,0.25616466311493935,0.2557473854068626
save save up to free shipping your cozy blanket is waiting,"{% if contact.1 == true %}{{ contact.1 }}, save {% else %}Save {% endif %}up to $140 + FREE shipping: your cozy Blanket is waiting!",4924466,1261146,0.25609802159259504,0.25571270034914545
what will be your next product huge discounts await,"{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}what will be your next product? | Huge discounts await! &#x1f4b0; ",14047,3692,0.2628319214067061,0.255618221831112
only until midnight canvas prints collages from only,&#x23f3; Only until midnight: Canvas Prints & Collages from only £3.83!,332944,85591,0.2570732615695132,0.255591598708508
wow discount on your order with this code,WOW &#x1f973; £6 discount on your order with this code!,4452470,1139760,0.255983757330201,0.25557859670123634
flat rate canvas prices s m or l from just,"Flat-rate Canvas prices: S, M or L from just $15",2069382,530104,0.25616536724490696,0.2555710707005959
hurry exclusive photo products deal ends soon,"Hurry{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %} Exclusive Photo Products deal ends soon &#x23f0;",254415,65450,0.25725684413261796,0.25556193241175723
last chance save c before it s too late,Last chance: save C$15 before it's too late!,12604,3316,0.2630910821961282,0.255477012562458
attention exclusive offer wall décor from only,"Attention{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %} Exclusive offer: Wall Décor from only £2.55 &#x1f525;",296802,76224,0.2568176764307518,0.25524908340903896
celebrate camera day wall décor deals starting at,Celebrate Camera Day: Wall Décor deals starting at $3.87!,3134655,801615,0.2557267067667734,0.2552440415570052
get get get get ready for emotions guaranteed discount on gift ideas,"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, get {% else %}Get{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, get {% else %}Get{% endif %}{% endif %}ready for emotions! | &#x1f381; Guaranteed discount on gift ideas!",1617273,413875,0.25590917550716547,0.25523721247040504
exclusive offer up to off on wall décor,&#x1f525; Exclusive offer | Up to 91% off on Wall Décor! ,1198730,306825,0.25595838929533754,0.2551779426561703
take advantage home decorations starting from,Take advantage: Home Decorations starting from $7 &#x1f6a8;   ,919136,235325,0.25602848762315916,0.2551372546438649
final chance photo products from only act now,Final chance: Photo Products from only £3.60 &#x1f680;Act now!,254065,65240,0.25678468108554897,0.2550896328372189
h prices from just prime deals are ending tonight,(24h) Prices from just £2.19 – Prime Deals are ending tonight!,2399124,613287,0.25562955478749744,0.2550779581600493
huge price drop canvas acrylic prints from,&#x1f60e; Huge price drop - Canvas & Acrylic Prints from $3.44 ,898907,229778,0.2556193243572472,0.25471860568854404
capture the moment canvas acrylic metal starting at just,"&#x1f4f8; Capture the moment: Canvas, Acrylic, Metal starting at just $3.87!",1762378,449897,0.25527837955308114,0.25463517340915065
attention all wall décor up to off,"Attention{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %} All Wall Décor up to 79% off &#x1f525;",7393454,1884787,0.25492645250785356,0.25461242820742513
